0.0 sh0:0.030981487947131438  sh1:0.026523477297843268  sh2:0.03779848646928875  sh3:0.027345811659074924  sh4:0.046584051198802955  sh5:0.029552244664758365  sh6:0.04047689574437036  sh7:0.02178941754526364  sh8:0.025777861612994772  sh9:0.025648354425451245  sh10:0.05433441122001401  sh11:0.0931859249697706  sh12:0.4094807201094325  sh13:0.011659113076576307  sh14:0.01924639495260423  sh15:0.009267667817440097  sh16:0.0256569135271736  sh17:0.024805991745250482  sh18:0.806808304667652  sh19:0.7200655652233875  sh20:0.05148111136431174  sh21:0.7182671098350814  sh22:0.9431616512518252  sh23:0.9278742034174083  sh24:0.7942745510789894  sh25:0.8904698356929157  sh26:0.054078888757802326  sh27:0.05389830688417772  sh28:0.06455013112972313  sh29:0.85779283446038  sh30:0.7989340667662113  sh31:0.9099053873294178  sh32:0.8470523917693878  sh33:0.5549868005969284  sh34:0.7720676009689829  sh35:0.7153516607557499  sh36:0.5936721025870719  sh37:0.9261079706018167  sh38:0.84112457356276  sh39:0.6311557972883357  sh40:0.28553567883986175  sh41:0.3227984040798393  sh42:0.2166934323328478  sh43:0.9383713845445062  sh44:0.6728720868179722  sh45:0.9153798375880483  sh46:0.9211672209869566  sh47:0.5326874243368672  sh48:0.8240834080700509  sh49:0.8513258654722522  sh50:0.8841285480606015  sh51:0.881990783498606  sh52:0.9071371444206826  sh53:0.9328809087828157  sh54:0.8738393388239973  sh55:0.9400740664712882  sh56:0.852203587346136  sh57:0.7539284198996619  sh58:0.8988812686124766  
1.0 sh0:0.759315867402864  sh1:0.4145908237404011  sh2:0.4909366311106084  sh3:0.804031106645547  sh4:0.8729796634620567  sh5:0.7419222483526816  sh6:0.8097074676706737  sh7:0.6320599716445205  sh8:0.403493076332005  sh9:0.4085175096318109  sh10:0.414284316060135  sh11:0.361786895261856  sh12:0.64106886290723  sh13:0.07702295967911679  sh14:0.13731243390564007  sh15:0.06646903049451686  sh16:0.14384327858389692  sh17:0.13738891280842883  sh18:0.9841207360143546  sh19:0.9942128869580467  sh20:0.0013620475449609606  sh21:0.9954183717212621  sh22:0.7674922750977088  sh23:0.7676045660138408  sh24:0.9952595506901969  sh25:0.8536539595244792  sh26:0.013841079623598061  sh27:0.002711580332978806  sh28:0.010561200306688591  sh29:0.8758354308930669  sh30:0.7989799063279253  sh31:0.9034835434270561  sh32:0.9217864871967291  sh33:1.0  sh34:0.8710590766302172  sh35:0.791765805333478  sh36:0.9561597020433185  sh37:0.9364455095554383  sh38:0.8361252316102497  sh39:0.9675896724096256  sh40:0.570430858955329  sh41:0.6725847765866927  sh42:0.5205186680824413  sh43:0.8907627096313313  sh44:0.6688565046717044  sh45:0.8633193568857606  sh46:1.0  sh47:0.7805868134281693  sh48:0.7951217349706837  sh49:0.8961708982497801  sh50:0.972878392208681  sh51:0.9162166730617753  sh52:0.9175574355867515  sh53:0.8645943729770175  sh54:0.8679078820149626  sh55:0.7964320675829777  sh56:0.8964020231488261  sh57:0.945620251677182  sh58:0.8727602176814238  
3.0 sh0:0.0010965451734713458  sh1:7.254719779999773E-4  sh2:0.0018369233403275063  sh3:7.395616380472246E-4  sh4:7.403373851235574E-4  sh5:9.273155595298439E-4  sh6:0.0011291028899916673  sh7:7.907671899533238E-4  sh8:8.752216041193423E-4  sh9:8.282761487957181E-4  sh10:0.0010853424867360486  sh11:0.002283596564391087  sh12:0.15116856668968873  sh13:0.7464546457475978  sh14:0.729360516194009  sh15:0.5888038849294572  sh16:0.7163897948125636  sh17:0.7689263636744843  sh18:0.5682930790794324  sh19:0.45269828352540725  sh20:0.5866200085849337  sh21:0.5422043607438328  sh22:0.8341488624232823  sh23:0.8076799884765794  sh24:0.6226745300725927  sh25:0.6987471278061648  sh26:0.603246650570764  sh27:0.734873319491865  sh28:0.5105954416173226  sh29:0.977992212668378  sh30:0.012901802062285897  sh31:0.9384573383270626  sh32:0.9901212441274971  sh33:0.1237478698883288  sh34:0.8633059465234902  sh35:0.5551364346643328  sh36:0.044084075731437335  sh37:0.9842812661693873  sh38:0.020480221489112715  sh39:0.5237831725201875  sh40:0.1216143073999952  sh41:0.09855160732441444  sh42:0.05632589685956154  sh43:0.8373220793765437  sh44:0.8506582891394295  sh45:0.5221574900173767  sh46:0.8269084823774757  sh47:0.7276673569114991  sh48:0.8802506075016772  sh49:0.7551175659578169  sh50:0.8592110685752951  sh51:0.8311760060010933  sh52:0.8326623494893376  sh53:0.807447095956377  sh54:0.8398988185754666  sh55:0.9136514269893143  sh56:0.8418912416826717  sh57:0.7004915800079224  sh58:0.7456998878683873  
0.0 sh0:0.746689721303627  sh1:0.4472512790078986  sh2:0.43202768832873095  sh3:0.7725540181490804  sh4:0.845617005796256  sh5:0.7293480451017768  sh6:0.7928532330963591  sh7:0.6359116118772784  sh8:0.4589787250701412  sh9:0.4430236247900427  sh10:0.25998839968726684  sh11:0.3215549234453636  sh12:0.6151576872263417  sh13:0.0  sh14:0.0015204747731113989  sh15:7.755833935707713E-4  sh16:0.0015882216110381254  sh17:9.829955056973438E-4  sh18:0.7464523210479015  sh19:0.957871266075919  sh20:0.059685856449465356  sh21:0.9497023489699882  sh22:0.5210955726291077  sh23:0.5262077945271513  sh24:0.7369417778652614  sh25:0.5524037629878027  sh26:0.0711114067634343  sh27:0.06473453733420872  sh28:0.08375156277619424  sh29:0.8590722431199214  sh30:0.8563721398570543  sh31:0.9073945015211026  sh32:0.9220035070785422  sh33:0.5147894461638035  sh34:0.9117571190355216  sh35:0.6853306494046759  sh36:1.0  sh37:0.9365747477828488  sh38:0.6724484220058572  sh39:0.6075739756775671  sh40:0.43793491556338543  sh41:0.7266550170988806  sh42:0.5658027434107447  sh43:0.8769294919204065  sh44:0.6681387654851515  sh45:0.8811314378209074  sh46:0.8929675403595743  sh47:0.7687325819257427  sh48:0.8252188754763516  sh49:0.8975467878534119  sh50:0.9343502913537487  sh51:0.7699703204562194  sh52:1.0  sh53:0.8616504469197497  sh54:0.9541787067731079  sh55:0.8582949067273083  sh56:0.8372205968243659  sh57:0.9352337120571848  sh58:0.8195740904575246  
0.0 sh0:0.031374574801674375  sh1:0.02805987278210401  sh2:0.03928973042077622  sh3:0.02815404596227947  sh4:0.04522873031303256  sh5:0.030283627746072014  sh6:0.03991381217334228  sh7:0.023708579960248697  sh8:0.02788637033737765  sh9:0.027131901848815147  sh10:0.05619885866872335  sh11:0.09515625266957524  sh12:0.4153720505501622  sh13:0.01143618455825622  sh14:0.018895026522950196  sh15:0.009013711667595216  sh16:0.024956229906529036  sh17:0.024292889189636294  sh18:0.8160932483855119  sh19:0.7129433218500453  sh20:0.055714026183214874  sh21:0.7147204768426246  sh22:0.9411948272790767  sh23:0.9359442942307453  sh24:0.8200906009464637  sh25:0.889690956386536  sh26:0.05764946615789861  sh27:0.05804532745597003  sh28:0.06904843958627127  sh29:0.8557402004033096  sh30:0.9202372853809956  sh31:0.9146606380117629  sh32:0.8985958334732757  sh33:0.5406057049272318  sh34:0.9122120778773143  sh35:0.6857975339094361  sh36:0.9435897382382995  sh37:0.9284887519448071  sh38:0.9176494867762115  sh39:0.623325199802168  sh40:0.7235825791754841  sh41:0.8557220663105036  sh42:0.6555306848645126  sh43:0.9319894479608368  sh44:0.6796116509180437  sh45:0.5956136621737808  sh46:0.8853934006862397  sh47:0.668982324901922  sh48:0.8327074068845766  sh49:0.8089791340697703  sh50:0.9412317554078837  sh51:0.8781570458395932  sh52:0.8255272195369696  sh53:0.9301590748563068  sh54:0.7338327266948722  sh55:0.8754309423260038  sh56:0.8789503307055851  sh57:0.947601284902565  sh58:0.7940607254830896  
3.0 sh0:0.0015900039683970507  sh1:0.001199463591473944  sh2:0.0028428113415098913  sh3:0.0  sh4:0.0010728988604543092  sh5:0.0014052082722501417  sh6:0.0019163177167051046  sh7:0.001316627509368223  sh8:0.0012132203854408655  sh9:0.0011702338757932913  sh10:0.001841868998378341  sh11:0.0026090525246483484  sh12:0.14051789498664397  sh13:0.8968332794437941  sh14:0.9841124644741123  sh15:0.8506333077416549  sh16:0.9869467680124107  sh17:0.9843407122848953  sh18:0.5924224382208888  sh19:0.46274147837929563  sh20:0.9573780147641857  sh21:0.5365560759575722  sh22:0.8930542131848906  sh23:0.8490377704457045  sh24:0.6803561837126935  sh25:0.7227027724546975  sh26:0.9454178754218142  sh27:0.8279045679780798  sh28:0.8573548712052562  sh29:0.9890467936461481  sh30:0.4962815536294943  sh31:1.0  sh32:0.9838433869168208  sh33:0.13307939223355225  sh34:0.8089463626119058  sh35:0.5359068566217423  sh36:0.05485785527241335  sh37:0.9858450406990006  sh38:0.7989656768914938  sh39:0.504040838669796  sh40:0.2771818578904438  sh41:0.154113317820262  sh42:0.19238758960551583  sh43:0.8903284825996286  sh44:0.840524343247414  sh45:0.800670397671799  sh46:0.7473040649159961  sh47:0.6914871548063977  sh48:0.9327300446598896  sh49:0.0  sh50:0.898852764421655  sh51:0.8515247408860294  sh52:0.7282295112416932  sh53:0.7946999626758179  sh54:0.5897223283847499  sh55:0.8465917377594209  sh56:0.7570121212027049  sh57:0.8462134002859676  sh58:0.799283748380728  
3.0 sh0:0.0010313566643684023  sh1:7.155364019254758E-4  sh2:0.0016735551817928128  sh3:8.169499904851709E-4  sh4:0.0  sh5:8.796088993815269E-4  sh6:0.0010546113247126882  sh7:8.237240989088291E-4  sh8:8.229590749336284E-4  sh9:8.195974083535148E-4  sh10:0.0014717045683580717  sh11:0.00220027272532329  sh12:0.16334901532671262  sh13:0.673423130955058  sh14:0.7299007374582378  sh15:0.5301781410562234  sh16:0.719520527901113  sh17:0.7685445264746327  sh18:0.579770603847  sh19:0.4560903211211008  sh20:0.4890217660086012  sh21:0.538749081912494  sh22:0.8325012018783237  sh23:0.8077425101152943  sh24:0.6423822293060683  sh25:0.706127277017525  sh26:0.5003009562788043  sh27:0.6214631788548675  sh28:0.454536052624216  sh29:0.9327944168418358  sh30:0.013421032692938848  sh31:0.9423903398408843  sh32:0.9909267357782168  sh33:0.1460882424441532  sh34:0.8403078590119591  sh35:0.5834239494362979  sh36:0.04895828174849101  sh37:0.9699489413936719  sh38:0.022738018276559024  sh39:0.5304089241062494  sh40:0.19407511724200882  sh41:0.07788130514002857  sh42:0.09033445829220252  sh43:0.8277423182146124  sh44:0.7911310009670183  sh45:0.8003430614341998  sh46:0.8488152889016953  sh47:0.8164848779099131  sh48:0.9282386432466149  sh49:0.8733168736657972  sh50:0.7724202457694933  sh51:0.0  sh52:0.7587577091585852  sh53:0.9152946758588254  sh54:0.6591333806241875  sh55:0.7690033710034869  sh56:0.6948209657730965  sh57:0.8757135301383  sh58:0.7900256146428827  
1.0 sh0:0.16826160525656972  sh1:0.0903570624775364  sh2:0.14499931845913755  sh3:0.337096622684195  sh4:0.29044414877729724  sh5:0.17390781618231269  sh6:0.1920391747313826  sh7:0.0911010412315097  sh8:0.06432877687424478  sh9:0.08612747803377516  sh10:0.17487007440402097  sh11:0.23462269221261783  sh12:0.5498022013510647  sh13:0.0795857163072038  sh14:0.14257278250587635  sh15:0.06832171783429614  sh16:0.15142624474420438  sh17:0.14634475074390393  sh18:0.9395073381144496  sh19:0.8682383074272616  sh20:8.052854665667307E-4  sh21:0.8654344014417776  sh22:0.9985036454751116  sh23:0.9941316265194285  sh24:0.8972311266764187  sh25:0.9517556650642027  sh26:0.009998993454109898  sh27:0.0014094182848565467  sh28:0.007103742547021038  sh29:0.8576455873464788  sh30:0.85180058121954  sh31:0.9104439805272014  sh32:0.8819316062240035  sh33:0.8724018745721969  sh34:0.9680748372582861  sh35:0.6677590918606781  sh36:0.8239325288289376  sh37:0.9084491615856559  sh38:0.8806957487159789  sh39:0.9532964801425184  sh40:0.5596607489222782  sh41:0.6620877070258446  sh42:0.5891020379135447  sh43:0.9450489413837484  sh44:0.6853668119109788  sh45:0.8859034981565851  sh46:0.900531426222507  sh47:0.7039355688213811  sh48:0.7941623679012512  sh49:0.9951614293501952  sh50:0.8977603095407408  sh51:0.9933392492588141  sh52:0.9267943957349295  sh53:0.8077352389613385  sh54:0.7368691547328433  sh55:0.8939757708044892  sh56:0.761661584326783  sh57:0.8438509305400216  sh58:1.0  
0.0 sh0:0.9922976716886796  sh1:0.7937405711398938  sh2:0.9391445767431392  sh3:0.9870706250457858  sh4:0.9908483277314076  sh5:0.9887893048791686  sh6:0.9920317256151101  sh7:0.914661104560197  sh8:0.7704438111967522  sh9:0.789675738484074  sh10:0.9463934653018247  sh11:1.0  sh12:0.9978198711473483  sh13:7.073969209344971E-4  sh14:0.0017252456948016347  sh15:9.487919746931874E-4  sh16:0.00149352587982178  sh17:0.0  sh18:0.7503799304457726  sh19:0.9802396578118848  sh20:0.2525567273361181  sh21:0.8359554033993045  sh22:0.5229492502009268  sh23:0.527556744752796  sh24:0.7426953577875133  sh25:0.5524334316860403  sh26:0.07181479670141419  sh27:0.06494397123422208  sh28:0.08461272115500876  sh29:0.0  sh30:0.7949243192968215  sh31:0.9094264176429453  sh32:0.9201456170210414  sh33:0.518363293036592  sh34:0.8215732724888868  sh35:0.6947313841204622  sh36:0.8519609074938544  sh37:0.9416932739890738  sh38:0.6747922992918336  sh39:0.6077391995307347  sh40:0.5381239703582268  sh41:0.8261464324470684  sh42:0.7255284998612767  sh43:0.8317142029940837  sh44:0.715323533372777  sh45:0.822479366725981  sh46:0.8965467369758718  sh47:0.7782344263571448  sh48:0.8263631586149403  sh49:0.8941774932005531  sh50:0.7139204666084811  sh51:0.89759577783014  sh52:0.8865514515033388  sh53:0.7993504003125929  sh54:0.8581945946162499  sh55:0.8553825950627565  sh56:0.7134408864444163  sh57:0.6959656395026834  sh58:0.8382677461321694  
0.0 sh0:0.05266543648791133  sh1:0.034053437440118565  sh2:0.06351667589521268  sh3:0.15550569620344576  sh4:0.07265637849436063  sh5:0.048825381980865494  sh6:0.0659721404367134  sh7:0.0329408181068352  sh8:0.0275397893461568  sh9:0.03194177318516574  sh10:0.08556622088428217  sh11:0.13478817563275908  sh12:0.4600536168162209  sh13:0.010204924496000915  sh14:0.016606538094102608  sh15:0.007725822534713886  sh16:0.022264212557063776  sh17:0.021736097922481976  sh18:0.8420434464874972  sh19:0.7595586260623631  sh20:0.049328224917232814  sh21:0.7563154168071123  sh22:0.9587279732386176  sh23:0.9515629499515352  sh24:0.8489041377648735  sh25:0.8841163066753284  sh26:0.05175576536072832  sh27:0.05114981729259658  sh28:0.061786420144312904  sh29:0.8686491035653049  sh30:0.9456580872378892  sh31:0.9135878206536775  sh32:0.9110377467114406  sh33:0.6058938390141895  sh34:0.8061689699348502  sh35:0.6825890899528593  sh36:0.8159734561948375  sh37:0.9202130660195289  sh38:0.9486953065859106  sh39:0.6584160768985835  sh40:0.8166283471591109  sh41:1.0  sh42:1.0  sh43:0.9420229183516007  sh44:0.6781640139210039  sh45:0.922734333849237  sh46:0.9253423043532669  sh47:0.6998873041345185  sh48:0.8187915197045323  sh49:0.8634238453649262  sh50:1.0  sh51:0.7777991273644724  sh52:0.795062324415615  sh53:0.7992701109506147  sh54:0.5354038060758172  sh55:0.9376581387714485  sh56:0.789271647418473  sh57:0.9602150758494822  sh58:0.910697466194962  
1.0 sh0:0.39752990314168624  sh1:0.10261450272283106  sh2:0.16412544341610572  sh3:0.5077183808864507  sh4:0.5202105566975415  sh5:0.3888660471160829  sh6:0.4383074714023551  sh7:0.2834282918323459  sh8:0.07220966804147588  sh9:0.09803288455622995  sh10:0.19497546830552265  sh11:0.2545593999074357  sh12:0.5687193218629328  sh13:0.08552393491564543  sh14:0.1595457548297449  sh15:0.07210960584351954  sh16:0.17273622500053576  sh17:0.17079707879605924  sh18:0.9529177323410921  sh19:0.8881492922644749  sh20:0.0035907403674509614  sh21:0.883001504160237  sh22:0.7649341928118694  sh23:0.8945709628610193  sh24:0.9001450642098776  sh25:0.9576702004741006  sh26:0.0037993473762862654  sh27:0.0021241531753924334  sh28:0.003964139023416536  sh29:0.8707203797671785  sh30:0.8566353705525445  sh31:0.9206222722450113  sh32:0.8907748593070799  sh33:0.7479724338160622  sh34:0.9830235036677858  sh35:0.8338032542811595  sh36:0.6960118780218872  sh37:0.8894751719836117  sh38:0.8802347547597712  sh39:0.849612623939475  sh40:0.3790561328522853  sh41:0.6478351188193462  sh42:0.5431842432929281  sh43:0.9403064788229868  sh44:0.6618682662306712  sh45:1.0  sh46:0.9739063071401516  sh47:0.97592030271987  sh48:0.7877772508132779  sh49:0.8376035029489802  sh50:0.8710049123064119  sh51:0.9314332702188007  sh52:0.7412556624559669  sh53:0.7904648943170451  sh54:0.7722667914858957  sh55:0.8935765505931604  sh56:0.8333054134225882  sh57:0.5914356763620869  sh58:0.794187541583788  
0.0 sh0:0.028689018752063342  sh1:0.0295545532278572  sh2:0.03720826438731098  sh3:0.02686559461773998  sh4:0.04044974734263131  sh5:0.028877726182924085  sh6:0.035577199673000215  sh7:0.024963445616373193  sh8:0.029853362813915978  sh9:0.028735927544663455  sh10:0.05372702702652829  sh11:0.09064489346864249  sh12:0.4066924333744947  sh13:0.003626701217420438  sh14:0.004331912121007067  sh15:0.0026103438683712905  sh16:0.009151437344159566  sh17:0.005842072218633375  sh18:0.8068249507133003  sh19:0.7031467433096668  sh20:0.06323988867117109  sh21:0.706513895094479  sh22:0.9464606622218721  sh23:0.9372601577859598  sh24:0.8053850744530746  sh25:0.8450710053554846  sh26:0.07960935740302134  sh27:0.07482503017112906  sh28:0.07756738014950194  sh29:0.8334891721051096  sh30:0.9215880477179957  sh31:0.9192975031447619  sh32:0.9186091501056003  sh33:0.8965382741512321  sh34:0.7738620825279658  sh35:0.7017629960527707  sh36:0.6621366950921195  sh37:0.9004845539291126  sh38:0.9444670240645873  sh39:0.9229269561670949  sh40:0.6056709152186077  sh41:0.7318218045286212  sh42:0.5639446860283266  sh43:0.9284156292405051  sh44:0.6966561307399599  sh45:0.8733376049471832  sh46:0.9016833521502257  sh47:0.7766905901470643  sh48:0.8216155128693148  sh49:0.8658573650976962  sh50:0.9711398422472487  sh51:0.8048966037329337  sh52:0.8330569108306358  sh53:0.9296960012163726  sh54:0.7744908130385505  sh55:0.8354708466158525  sh56:0.8290816036151905  sh57:0.9880584699987867  sh58:0.8475188079577365  
0.0 sh0:0.032783538148420055  sh1:0.02635997453927163  sh2:0.04016666542712114  sh3:0.028881994867285314  sh4:0.04822509538812005  sh5:0.031224387625449997  sh6:0.042200152666052315  sh7:0.023192740798051135  sh8:0.026848550349367326  sh9:0.025592208491949354  sh10:0.05776768595675074  sh11:0.09880234044957854  sh12:0.422283306877353  sh13:0.009345699978635612  sh14:0.015062730140191093  sh15:0.0072174134265725574  sh16:0.020357385804730725  sh17:0.02005766352304151  sh18:0.8211563932637517  sh19:0.7012183152961828  sh20:0.04893884153011641  sh21:0.7138345869782122  sh22:0.9290081013153073  sh23:0.9311817273093126  sh24:0.809545384145102  sh25:0.877262364406769  sh26:0.05538892604986731  sh27:0.051487583217699764  sh28:0.0631296830963969  sh29:0.8508050110674902  sh30:0.8449786459254576  sh31:0.9149381205715199  sh32:0.886664607290315  sh33:0.8241263753219721  sh34:0.8860320931392384  sh35:0.7019845965197177  sh36:0.7671761686855891  sh37:0.9239387695612814  sh38:0.8638149012936948  sh39:0.6436675834501578  sh40:0.5962058057635871  sh41:0.8100741611331667  sh42:0.7490932989059771  sh43:0.9426462142817801  sh44:0.6648800350449569  sh45:0.8275422362496706  sh46:0.9272008568668023  sh47:0.7039469247715943  sh48:0.8269282459159325  sh49:0.7066589169308491  sh50:0.9629251109120445  sh51:0.8872132043112765  sh52:0.6091157020945296  sh53:0.8975045819955018  sh54:0.7686418736840208  sh55:0.9370204287902737  sh56:0.7652632572560605  sh57:0.9019692735567844  sh58:0.8844031466549253  
2.0 sh0:0.005928729433561786  sh1:0.005951832864664982  sh2:0.00914755183367117  sh3:0.004031095748932434  sh4:0.005192386178985556  sh5:0.00510861191900068  sh6:0.006163736911626731  sh7:0.005095216414903331  sh8:0.005723490029732011  sh9:0.006101793295340466  sh10:0.010683691308255926  sh11:0.016643507896261022  sh12:0.19632615801926434  sh13:0.9616473564688699  sh14:0.8705614831009455  sh15:0.8888829240216568  sh16:0.8725647083219401  sh17:0.8828063655051127  sh18:0.19549886052914248  sh19:0.19347557733144288  sh20:0.976271396634613  sh21:0.3976958613604228  sh22:0.0  sh23:0.1902828531959624  sh24:0.11841056816475082  sh25:0.23554287393463286  sh26:0.9793510016387119  sh27:0.8307763422172263  sh28:0.8835639113043613  sh29:0.9937946682237307  sh30:0.04307047229399573  sh31:0.9461484705003078  sh32:0.9944331829598754  sh33:0.14145686448753683  sh34:0.7980459922056757  sh35:0.5557314027914011  sh36:0.05234780509687398  sh37:0.9778783363527813  sh38:0.2345187417285701  sh39:0.0  sh40:0.2469191303327918  sh41:0.1752510170211893  sh42:0.09737064102983572  sh43:0.8548499988794939  sh44:0.7439534750435947  sh45:0.8868404262852511  sh46:0.865721617663006  sh47:0.8469209124633144  sh48:0.8857405531085768  sh49:0.8020233577916841  sh50:0.8761633480494384  sh51:0.8617932512854902  sh52:0.6443529675736046  sh53:0.8960566119450523  sh54:0.5531439669916338  sh55:0.6438257649029785  sh56:0.7991478922526423  sh57:0.0  sh58:0.8810286546718438  
2.0 sh0:0.005932407614895889  sh1:0.006470218888328674  sh2:0.010047766173801579  sh3:0.004402964381077982  sh4:0.005666134653201662  sh5:0.0054513748432288645  sh6:0.006499898086712787  sh7:0.005843060386925918  sh8:0.005827981216378694  sh9:0.006750574206038064  sh10:0.010950408501404853  sh11:0.01814494322462984  sh12:0.18862615853910641  sh13:0.7578791013712358  sh14:0.7323706222559137  sh15:0.5976769759868203  sh16:0.718863908560263  sh17:0.7706778313787942  sh18:0.054391754954807  sh19:0.04679000419682883  sh20:0.6047415458487438  sh21:0.2721373692640177  sh22:0.07983583353685031  sh23:0.050689507941679035  sh24:0.1509289564626735  sh25:0.0  sh26:0.6238763924993715  sh27:0.755588391650496  sh28:0.5198641010007551  sh29:0.9141744988213943  sh30:0.01593334923520065  sh31:0.9399826564059799  sh32:0.9852933998004367  sh33:0.17341707981182783  sh34:0.7507004491273365  sh35:0.5594310184643037  sh36:0.045318161867096377  sh37:0.9959547700942754  sh38:0.027656853776696716  sh39:0.5415131845638925  sh40:0.12190733859585837  sh41:0.0  sh42:0.13654508024196235  sh43:0.0  sh44:0.9041703830596668  sh45:0.8698606796979208  sh46:0.8665699785256413  sh47:0.7804230031305323  sh48:0.8579468661130552  sh49:0.7759791655757143  sh50:0.8419693925368673  sh51:0.8135728253609076  sh52:0.7254054346014183  sh53:0.5457752476362354  sh54:0.5834222385093993  sh55:0.6093933699982517  sh56:0.8114846368152671  sh57:0.8540535329469477  sh58:0.8586281133770647  
2.0 sh0:0.006418842773080593  sh1:0.007379446987675969  sh2:0.010681335000343944  sh3:0.004847499309514809  sh4:0.006678450441882508  sh5:0.006253685460331795  sh6:0.007190257580426872  sh7:0.0062290245654948555  sh8:0.0067477279757986695  sh9:0.006969619352075355  sh10:0.011562537641706774  sh11:0.018583045700824637  sh12:0.22495134697295793  sh13:0.742264785258052  sh14:0.7288469169737858  sh15:0.5845376586777065  sh16:0.7224956930239076  sh17:0.7664508211306394  sh18:0.13853638893060605  sh19:0.1380528535511119  sh20:0.581106214581933  sh21:0.14804079358462494  sh22:0.13935464382438392  sh23:0.08399544550383646  sh24:0.31573386384692376  sh25:0.1687069170643427  sh26:0.5917044045978658  sh27:0.7263928105899087  sh28:0.5062094720615313  sh29:0.953582293766338  sh30:0.012159132192864986  sh31:0.9343525869716715  sh32:0.9892813703275259  sh33:0.1568722985465147  sh34:0.9392785701755283  sh35:0.5461610899933989  sh36:0.04500666537630184  sh37:0.9961087598658614  sh38:0.022450518932529466  sh39:0.4957542983231186  sh40:0.11350104628085281  sh41:0.05992431070692217  sh42:0.06983874857565697  sh43:0.897839705851793  sh44:0.9221860660370519  sh45:0.7319460059572592  sh46:0.6893702074481669  sh47:0.8352070256020243  sh48:0.8347973703077111  sh49:0.8533873758184742  sh50:0.867596321969916  sh51:0.8936400778212759  sh52:0.7844530285713982  sh53:0.9484385416012708  sh54:0.9578489663829911  sh55:0.5735258225848289  sh56:0.8587938541506343  sh57:0.9273984438587471  sh58:0.9251103669002037  
2.0 sh0:0.006411417514872198  sh1:0.006431109062661852  sh2:0.00970547534649906  sh3:0.004297456984043833  sh4:0.005532302510195982  sh5:0.005274815818924763  sh6:0.00671461848660066  sh7:0.00589036404260328  sh8:0.006116100195158853  sh9:0.006825253574547965  sh10:0.011574183590528413  sh11:0.017837380843503076  sh12:0.19156151496390003  sh13:0.9548680458314929  sh14:0.7713040279560405  sh15:0.7699300946894366  sh16:0.7712024565691493  sh17:0.7990574391796237  sh18:0.10401874753458669  sh19:0.1037656407090235  sh20:0.8221247537809966  sh21:0.3361462678733681  sh22:0.07690642335600895  sh23:0.08060900980683097  sh24:0.08009052480904966  sh25:0.10516715737961396  sh26:0.8649987414031504  sh27:0.9399222344126419  sh28:0.714176858375727  sh29:0.9202717785155708  sh30:0.014812069257343904  sh31:0.9322152706900121  sh32:0.9920107723652288  sh33:0.13794738076693916  sh34:0.9355555922255676  sh35:0.5337638392314813  sh36:0.05068699548460089  sh37:0.9826647709783154  sh38:0.021540755681351467  sh39:0.49657847909199787  sh40:0.14008850992366786  sh41:0.12281088505705205  sh42:0.08568239622302716  sh43:0.8693746337534379  sh44:1.0  sh45:0.8291949417968236  sh46:0.813694512900144  sh47:0.7167320718564222  sh48:0.8506133114383111  sh49:0.8311417483141648  sh50:0.9173339080368036  sh51:0.8169801326035309  sh52:0.7111397969026427  sh53:0.9018493076046618  sh54:0.7681441572590249  sh55:0.602212033323456  sh56:0.8601131616247689  sh57:0.7547741513185316  sh58:0.6703925910395392  
2.0 sh0:0.005889588909450982  sh1:0.007018640500035942  sh2:0.009059046370848228  sh3:0.004995590457770318  sh4:0.0064973937704849195  sh5:0.005818205561228252  sh6:0.006382038677975061  sh7:0.0054485669719038276  sh8:0.006408185919413496  sh9:0.006468682231963026  sh10:0.011243266598706177  sh11:0.018462020853355555  sh12:0.21666900719090795  sh13:0.9866679778492986  sh14:0.7813844216828892  sh15:0.7791202393833243  sh16:0.7827375419715513  sh17:0.8088470032865264  sh18:0.17641701014492997  sh19:0.22555709550394604  sh20:0.842623206018527  sh21:0.09351960140554152  sh22:0.11890871074429135  sh23:0.09802233548916257  sh24:0.33452305022948237  sh25:0.20623009629604036  sh26:0.8872063722330255  sh27:0.9420527434276653  sh28:0.7392916094299458  sh29:0.9927227558790942  sh30:0.017315610294220504  sh31:0.9398395410862248  sh32:0.9950279725146023  sh33:0.14868069631897066  sh34:0.780425927954464  sh35:0.524849985581858  sh36:0.05228853792299385  sh37:0.9789337793867098  sh38:0.02372161231723961  sh39:0.5299977469708982  sh40:0.24513627113585565  sh41:0.11042109664204912  sh42:0.07047950527944023  sh43:0.8456368045943629  sh44:0.8636393697565466  sh45:0.8090467035434658  sh46:0.8223725008828796  sh47:0.7118397182767242  sh48:0.8953734385586688  sh49:0.8233590975991762  sh50:0.7819331804870125  sh51:0.8329611246016427  sh52:0.7478829716470367  sh53:0.8711761988772686  sh54:0.7899377856205629  sh55:0.6161131406938983  sh56:0.8255028481624961  sh57:0.9536560412887904  sh58:0.7408888875383902  
